Timestamp,CO2,Temperature,Humidity
2024-06-17T22:10:11,1685,19.96,54.92
2024-06-17T22:10:17,1685,19.94,54.9
2024-06-17T22:10:23,1685,19.96,54.9
2024-06-17T22:10:26,1687,19.95,54.89
2024-06-17T22:10:32,1688,19.92,54.86
2024-06-17T22:10:35,1689,19.92,54.85
2024-06-17T22:10:41,1689,19.89,54.84
2024-06-17T22:10:47,1688,19.87,54.86
2024-06-17T22:10:50,1688,19.84,54.89
2024-06-17T22:10:56,1688,19.86,54.89
2024-06-17T22:11:02,1688,19.85,54.84
2024-06-17T22:11:05,1688,19.85,54.77
2024-06-17T22:11:11,1688,19.83,54.79
2024-06-17T22:11:14,1688,19.8,54.81
2024-06-17T22:11:20,1690,19.81,54.79
2024-06-17T22:11:26,1690,19.8,54.73
2024-06-17T22:11:29,1691,19.8,54.79
2024-06-17T22:11:35,1691,19.79,54.71
2024-06-17T22:11:38,1692,19.81,54.75
2024-06-17T22:11:44,1693,19.78,54.72
2024-06-17T22:11:50,1692,19.77,54.74
2024-06-17T22:11:53,1692,19.78,54.75
2024-06-17T22:11:59,1692,19.78,54.72
2024-06-17T22:12:05,1693,19.78,54.75
2024-06-17T22:12:08,1693,19.8,54.71
2024-06-17T22:12:14,1692,19.8,54.72
2024-06-17T22:12:17,1691,19.78,54.72
2024-06-17T22:12:23,1692,19.74,54.66
2024-06-17T22:12:29,1692,19.77,54.62
2024-06-17T22:12:32,1691,19.78,54.59
2024-06-17T22:12:38,1690,19.78,54.62
2024-06-17T22:12:44,1691,19.78,54.57
2024-06-17T22:12:47,1691,19.77,54.51
2024-06-17T22:12:53,1691,19.77,54.51
2024-06-17T22:12:56,1691,19.76,54.56
2024-06-17T22:13:02,1692,19.76,54.56
2024-06-17T22:13:08,1692,19.8,54.54
2024-06-17T22:13:11,1691,19.8,54.49
2024-06-17T22:13:17,1691,19.81,54.46
2024-06-17T22:13:20,1692,19.78,54.42
2024-06-17T22:13:26,1692,19.78,54.42
2024-06-17T22:13:32,1692,19.79,54.4
2024-06-17T22:13:35,1692,19.78,54.37
2024-06-17T22:13:41,1693,19.82,54.38
2024-06-17T22:13:47,1693,19.81,54.34
2024-06-17T22:13:50,1693,19.81,54.33
2024-06-17T22:13:56,1693,19.76,54.35
2024-06-17T22:13:59,1693,19.79,54.36
2024-06-17T22:14:05,1692,19.78,54.32
2024-06-17T22:14:11,1691,19.8,54.27
2024-06-17T22:14:14,1691,19.75,54.28
2024-06-17T22:14:20,1691,19.74,54.36
2024-06-17T22:14:26,1691,19.74,54.31
2024-06-17T22:14:29,1691,19.73,54.33
2024-06-17T22:14:35,1691,19.72,54.36
2024-06-17T22:14:38,1691,19.75,54.35
2024-06-17T22:14:44,1692,19.75,54.35
2024-06-17T22:14:50,1692,19.71,54.35
2024-06-17T22:14:53,1692,19.72,54.38
2024-06-17T22:14:59,1693,19.74,54.42
2024-06-17T22:15:05,1693,19.75,54.37
2024-06-17T22:15:08,1693,19.75,54.43
2024-06-17T22:15:14,1693,19.78,54.37
2024-06-17T22:15:17,1694,19.8,54.36
2024-06-17T22:15:23,1694,19.81,54.37
2024-06-17T22:15:29,1695,19.82,54.33
2024-06-17T22:15:32,1697,19.84,54.27
2024-06-17T22:15:38,1696,19.86,54.24
2024-06-17T22:15:41,1697,19.83,54.28
2024-06-17T22:15:47,1697,19.83,54.31
2024-06-17T22:15:52,1697,19.82,54.3
2024-06-17T22:15:55,1698,19.81,54.32
2024-06-17T22:16:01,1698,19.8,54.35
2024-06-17T22:16:07,1699,19.81,54.31
2024-06-17T22:16:10,1700,19.85,54.31
2024-06-17T22:16:16,1700,19.86,54.28
2024-06-17T22:16:19,1701,19.85,54.34
2024-06-17T22:16:25,1701,19.82,54.39
2024-06-17T22:16:31,1701,19.83,54.41
2024-06-17T22:16:34,1702,19.85,54.42
2024-06-17T22:16:40,1702,19.84,54.42
2024-06-17T22:16:46,1703,19.86,54.43
2024-06-17T22:16:49,1704,19.83,54.51
2024-06-17T22:16:55,1704,19.84,54.55
2024-06-17T22:16:58,1704,19.84,54.56
2024-06-17T22:17:04,1704,19.82,54.61
2024-06-17T22:17:10,1705,19.84,54.65
2024-06-17T22:17:13,1705,19.83,54.75
2024-06-17T22:17:19,1705,19.84,54.76
2024-06-17T22:17:22,1706,19.88,54.77
2024-06-17T22:17:28,1706,19.85,54.75
2024-06-17T22:17:34,1707,19.81,54.9
2024-06-17T22:17:37,1707,19.81,54.98
2024-06-17T22:17:43,1706,19.83,54.96
2024-06-17T22:17:49,1706,19.79,55.02
2024-06-17T22:17:52,1707,19.79,55.06
2024-06-17T22:17:58,1707,19.78,55.13
2024-06-17T22:18:01,1708,19.76,55.16
2024-06-17T22:18:07,1708,19.74,55.2
2024-06-17T22:18:13,1712,19.74,55.13
2024-06-17T22:18:16,1712,19.72,55.18
2024-06-17T22:18:22,1713,19.71,55.22
2024-06-17T22:18:28,1713,19.72,55.1
2024-06-17T22:18:31,1713,19.72,55.12
2024-06-17T22:18:37,1714,19.72,55.07
2024-06-17T22:18:40,1715,19.71,55.11
2024-06-17T22:18:46,1715,19.7,55.02
2024-06-17T22:18:52,1715,19.72,55.01
2024-06-17T22:18:55,1715,19.69,55
2024-06-17T22:19:01,1715,19.7,54.94
2024-06-17T22:19:04,1715,19.71,54.98
2024-06-17T22:19:10,1715,19.72,54.92
2024-06-17T22:19:16,1715,19.74,54.84
2024-06-17T22:19:19,1715,19.78,54.78
2024-06-17T22:19:25,1716,19.77,54.76
2024-06-17T22:19:31,1717,19.75,54.77
2024-06-17T22:19:34,1718,19.73,54.79
2024-06-17T22:19:40,1718,19.7,54.71
2024-06-17T22:19:43,1718,19.69,54.73
2024-06-17T22:19:49,1717,19.71,54.67
2024-06-17T22:19:55,1717,19.68,54.8
2024-06-17T22:19:58,1717,19.71,54.77
2024-06-17T22:20:04,1718,19.71,54.71
2024-06-17T22:20:10,1718,19.72,54.69
2024-06-17T22:20:13,1717,19.75,54.66
2024-06-17T22:20:19,1717,19.77,54.66
2024-06-17T22:20:22,1716,19.76,54.59
